,tweet_id,Party
289,914781159548178432,NVA
290,914782332334329857,VB
291,914783319778263040,CD&V
292,914783419166597120,CD&V
293,914783462044860416,sp.a
294,914783939629322240,NVA
295,914786227496394752,NVA
296,914787755049267200,NVA
297,914789031447277568,sp.a
298,914792270406221824,NVA
299,914799334432100353,Groen
300,914800304520081409,Groen
301,914800761980297216,VB
302,914801194526216192,VB
303,914801940940378112,VB
304,914803436360781824,NVA
305,914805443683287041,VB
306,914806487805030400,Open Vld
307,914806524106690560,NVA
308,914806971852886016,sp.a
309,914807017864355840,NVA
310,914807807433695233,CD&V
311,914808081334325248,CD&V
312,914809415898767360,CD&V
313,914809842912686081,sp.a
314,914810714207989760,NVA
315,914814034523893761,NVA
316,914818075438063616,CD&V
317,914818728575078400,NVA
318,914820663474622465,CD&V
319,914821458681057281,CD&V
320,914833036700766208,NVA
321,914834050002677760,sp.a
322,914834170337210368,CD&V
323,914834721229742080,CD&V
324,914835633947987968,CD&V
325,914837400119111680,CD&V
326,914837977494360064,CD&V
327,914838126710988800,NVA
328,914838319451787265,CD&V
329,914842173186674689,Groen
330,914842332557692928,Open Vld
331,914842673802104838,Groen
332,914845499722752003,NVA
333,914846041769463810,Groen
334,914846401053495296,sp.a
335,914855581793619968,CD&V
336,914856405504536576,Open Vld
337,914857084138684416,CD&V
338,914867589905391616,NVA
339,914869710604455936,VB
340,914870400194138113,Groen
341,914871093512380417,NVA
342,914872999861477377,CD&V
343,914874539930263553,sp.a
344,914874792100102144,NVA
345,914877852327174145,sp.a
346,914878331002245120,Open Vld
347,914879456145231878,NVA
348,914881341984002049,NVA
349,914884026682486784,NVA
350,914884746320257025,NVA
351,914885375985897474,CD&V
352,914887044157014016,NVA
353,914893127990730753,CD&V
354,914897121031139328,NVA
355,914902547256705025,NVA
356,914903367956205568,Groen
357,914907152074121216,CD&V
358,914925622727725062,CD&V
359,914929519999569920,VB
360,914937981806538752,NVA
361,914938295775367171,NVA
362,914938539321778176,NVA
363,914954096481832960,NVA
364,914984632994734080,NVA
365,915071788085805056,NVA
366,915079802566082561,NVA
367,915086625683755008,Groen
368,915089941943566336,sp.a
369,915089975523373057,Groen
370,915091099013844992,sp.a
371,915093092449050624,NVA
372,915098263098986496,NVA
373,915099173090979840,NVA
374,915100761708728320,NVA
375,915100792096518144,NVA
376,915101015191547904,NVA
377,915103191548796928,Groen
378,915105326998966278,NVA
379,915106107848380416,sp.a
380,915106872662863874,NVA
381,915108765808123904,NVA
382,915109348984188928,NVA
383,915109615838416897,sp.a
384,915112141321117698,NVA
385,915112388994715649,sp.a
386,915112579974008832,CD&V
387,915112632331505666,CD&V
388,915113684938231809,CD&V
389,915113997917188096,Groen
390,915114300125138944,CD&V
391,915115780521496576,CD&V
392,915116603460681728,CD&V
393,915116934877798400,CD&V
394,915117303884402688,CD&V
395,915117752502898688,Groen
396,915117897718095874,CD&V
397,915118440037470209,CD&V
398,915118451408146432,CD&V
399,915120147983224833,NVA
400,915120466536357888,Open Vld
401,915120485704388608,NVA
402,915120967927648256,Open Vld
403,915122995307347968,NVA
404,915123037443379200,NVA
405,915123298098348033,sp.a
406,915125647034519552,CD&V
407,915125843705389056,sp.a
408,915126962175266816,CD&V
409,915129892374765568,NVA
410,915130692572467200,sp.a
411,915130958424178688,Open Vld
412,915131907842723841,CD&V
413,915131990273388544,NVA
414,915133219577712640,sp.a
415,915133325521584128,NVA
416,915134746946162688,CD&V
417,915136656218484738,CD&V
418,915136895897735169,CD&V
419,915138474579251200,NVA
420,915138769703002112,VB
421,915138786891370496,NVA
422,915140247796805632,VB
423,915140342319652864,NVA
424,915142023321186304,NVA
425,915142219014819840,Open Vld
426,915142544463294466,Open Vld
427,915142618765561856,CD&V
428,915142667499163649,CD&V
429,915143821926846466,CD&V
430,915145719601909761,NVA
431,915146119621038080,VB
432,915146444289511424,CD&V
433,915147325567315968,NVA
434,915148531475914752,NVA
435,915151715674017792,NVA
436,915152097838026753,NVA
437,915152121594613761,CD&V
438,915152514328285184,NVA
439,915154539082330113,NVA
440,915154974396514305,VB
441,915155057213091841,Groen
442,915156394814459904,VB
443,915159523110866945,NVA
444,915160999245819904,Groen
445,915162308791488513,NVA
446,915166190678536193,NVA
447,915167965724717058,NVA
448,915168151280766976,Groen
449,915171438759485440,NVA
450,915172242396413952,NVA
451,915172783532969985,CD&V
452,915172957038743552,NVA
453,915179044047609856,VB
454,915179438563905536,sp.a
455,915185196319870977,CD&V
456,915187782506643456,NVA
457,915188077139824640,VB
458,915190892742488066,NVA
459,915191850235039744,VB
460,915192581268570119,CD&V
461,915193246279716865,CD&V
462,915194068627542016,CD&V
463,915194426347151360,VB
464,915194549902901248,VB
465,915196246142390272,Open Vld
466,915196426518441984,NVA
467,915197182780825600,NVA
468,915197345393979398,NVA
469,915198310092328960,NVA
470,915199656614916097,Groen
471,915201968683053057,sp.a
472,915202662957756417,sp.a
473,915202991141146625,VB
474,915203566075342849,Groen
475,915205700753805312,NVA
476,915206217412354048,Groen
477,915207228088569858,CD&V
478,915207826540253184,NVA
479,915208080182448128,VB
480,915210305076105216,VB
481,915210901007093760,NVA
482,915213395724562432,NVA
483,915213556479676416,VB
484,915214944873873408,NVA
485,915216077633785857,NVA
486,915216534250942464,NVA
487,915216748521119745,sp.a
488,915217070396190720,NVA
489,915218513689743361,Open Vld
490,915220394621014016,Groen
491,915220544735387648,NVA
492,915222014339805184,sp.a
493,915223147581984775,sp.a
494,915223417275723777,VB
495,915223715545255936,CD&V
496,915224110439047169,sp.a
497,915225590671773697,NVA
498,915227649462677504,Open Vld
499,915229350051577856,NVA
500,915229970028515328,sp.a
501,915230018506194944,NVA
502,915230789020913664,CD&V
503,915231227732512768,sp.a
504,915234825937747968,NVA
505,915239668580569088,NVA
506,915239667901108224,Open Vld
507,915242718816808960,NVA
508,915245716561424390,VB
509,915252811109208064,NVA
510,915252985487347713,CD&V
511,915259804985253888,NVA
512,915265996927242242,sp.a
513,915269511703678986,NVA
514,915272188613230592,Groen
515,915276011989864449,Groen
516,915276376428728320,NVA
517,915277517778571264,CD&V
518,915278157762220033,CD&V
519,915278859628662785,CD&V
520,915279525025546240,CD&V
521,915281458062913536,CD&V
522,915281809331585025,NVA
523,915282230049730560,CD&V
524,915284163254718464,NVA
525,915287847174844418,Open Vld
526,915289763887960070,Groen
527,915291050809462786,CD&V
528,915291977092124677,NVA
529,915292130859454464,VB
530,915292972673114113,Open Vld
531,915293467764563969,VB
532,915294938627284992,NVA
533,915297264456880128,NVA
534,915298682270035968,Open Vld
535,915298910909992960,sp.a
536,915300292895367168,Groen
537,915300679270436864,Groen
538,915307722920398849,NVA
539,915308908331372545,NVA
540,915319031447588864,NVA
541,915327753712553984,NVA
542,915335034046992384,NVA
543,915430582938734592,Open Vld
544,915436330485678080,NVA
545,915439916699578368,NVA
546,915445188977463296,Open Vld
547,915447113806487552,NVA
548,915449638114742272,VB
549,915449761586716672,NVA
550,915449805568200704,NVA
551,915450327457026048,NVA
552,915452289795665920,Open Vld
553,915453163234308096,NVA
554,915453318788415489,NVA
555,915454140570112000,NVA
556,915454543286214656,NVA
557,915455214551027713,NVA
558,915457652653559808,VB
559,915458107547029505,VB
560,915462542960545792,sp.a
561,915464874809012224,CD&V
562,915470631197642752,Open Vld
563,915470834311028736,CD&V
564,915471827048296448,CD&V
565,915473413870931968,CD&V
566,915473448885014529,NVA
567,915474110569963520,sp.a
568,915476664330711040,CD&V
569,915477246802108422,sp.a
570,915478556574142464,NVA
571,915481100616642565,CD&V
572,915483035163877376,Open Vld
573,915483332330364928,Open Vld
574,915484400221147136,CD&V
575,915484766878797825,Groen
576,915485863080898560,Open Vld
577,915486529715425280,CD&V
578,915487281116585986,Groen
579,915488334583095301,NVA
580,915488862784368641,NVA
581,915489430508638208,sp.a
582,915489954964426752,Groen
583,915490625469997056,Groen
584,915492351279271936,NVA
585,915492846538514433,CD&V
586,915493651345821697,NVA
587,915493905197600768,NVA
588,915494380659789824,Groen
589,915494529679216641,NVA
590,915495244833214464,NVA
591,915495903414439936,NVA
592,915496228691038210,CD&V
593,915498297497935872,NVA
594,915498760448483329,CD&V
595,915498819445563392,VB
596,915500637344948224,NVA
597,915500650745692160,CD&V
598,915501434497626112,Groen
600,915503332785090560,CD&V
601,915507562233171969,Groen
602,915507572316221441,Groen
603,915508072256278528,Groen
604,915510037598150657,Groen
605,915512212420218882,NVA
606,915513577611698176,NVA
607,915514155679064064,Open Vld
608,915514646970421248,Open Vld
609,915514937820286976,NVA
610,915515711912660992,sp.a
611,915515829361537024,sp.a
612,915516654041346048,NVA
613,915518062161534976,NVA
614,915520748218933248,CD&V
615,915521628754333696,NVA
616,915521716859867136,Open Vld
617,915522743055118337,NVA
618,915523766482096133,Groen
619,915525378692861953,NVA
620,915526478003101696,sp.a
621,915527499148341248,Groen
622,915534243228418048,NVA
623,915542985646985216,Groen
624,915546032028704769,Groen
625,915547380124184576,NVA
626,915548128782307328,NVA
627,915550206598549507,CD&V
628,915551030460510210,CD&V
629,915553029973315584,NVA
630,915553304532389888,Groen
631,915553548376698881,NVA
632,915553959049400321,NVA
633,915554367037722624,Groen
634,915555949217280001,VB
635,915556357809561600,NVA
636,915557848423247874,NVA
637,915559326944841730,NVA
638,915560146104995840,CD&V
639,915560525572034566,Open Vld
640,915561407625785349,VB
641,915561642544500736,NVA
642,915561689197707269,NVA
643,915562097576210432,Groen
644,915564362378686464,CD&V
645,915564956002734081,NVA
646,915565057265856512,sp.a
647,915565443653537792,NVA
648,915566293918650369,CD&V
649,915566842068049920,Open Vld
650,915567313759371272,VB
651,915567382298492928,CD&V
652,915568256349589505,NVA
653,915569847114899457,sp.a
654,915572512091787266,NVA
655,915573562332807171,sp.a
656,915576306212974592,NVA
657,915579178690465792,CD&V
658,915579242926272512,NVA
659,915579341727240194,VB
660,915579487777062916,NVA
661,915580635103801346,CD&V
662,915581143931658242,Open Vld
663,915582489896325121,VB
664,915586711257845761,NVA
665,915586987289169920,CD&V
666,915588598971473922,VB
667,915589393485844480,sp.a
668,915592011348156416,CD&V
669,915593487403425794,NVA
670,915593624007663622,NVA
671,915594913353490433,NVA
672,915594912665669632,NVA
673,915595236428144642,CD&V
674,915595769616445440,NVA
675,915596861729329153,sp.a
676,915597738196205569,NVA
677,915597863715041280,NVA
678,915598269056782337,NVA
679,915598495834308608,sp.a
680,915598909879341056,CD&V
681,915599223843905537,NVA
682,915600001899941890,NVA
683,915602569464082432,VB
684,915603135535730690,VB
685,915603689699774466,Open Vld
686,915604119863390209,Groen
687,915604291540410369,VB
688,915604581891153920,Groen
689,915604767551913984,NVA
690,915604897197887490,NVA
691,915605686905704448,sp.a
692,915606041928306688,VB
693,915606106667352064,Open Vld
694,915606452986884097,Open Vld
695,915606697972035586,VB
696,915609125400260608,Open Vld
697,915609163304235008,Open Vld
698,915610193404231681,CD&V
699,915616975484850176,Groen
700,915617916133019648,NVA
701,915619515609894912,VB
702,915619656794329088,NVA
703,915620538285883393,NVA
704,915621268912791552,NVA
705,915622227927863296,CD&V
706,915622616337088514,VB
707,915623912561668098,Open Vld
708,915624242154221569,Open Vld
709,915624631666651137,sp.a
710,915626786075086849,NVA
711,915628149723074561,NVA
712,915630431663480834,NVA
713,915631961963683845,NVA
714,915633320326782978,NVA
715,915640402690105344,NVA
716,915645319446192128,NVA
717,915645582911397889,NVA
718,915647781863350283,VB
719,915648829575323657,CD&V
720,915652340446883842,NVA
721,915659404887851008,NVA
722,915661658525241344,NVA
723,915683721709281280,sp.a
724,915813959718113280,NVA
725,915818020181856256,CD&V
726,915822545177382912,NVA
727,915823154395779072,CD&V
728,915827759804448769,NVA
729,915828142232756226,NVA
730,915828173354491904,sp.a
731,915829218776317952,NVA
732,915829414935584768,Groen
733,915830086615609347,CD&V
734,915830505018454016,NVA
735,915830849316278272,CD&V
736,915832533874626561,CD&V
737,915833429643509761,NVA
738,915834404932595712,NVA
739,915835351733817344,NVA
740,915835547905675264,Groen
741,915836515678392320,CD&V
742,915838384991539201,NVA
743,915838759001890816,CD&V
744,915838931324858368,NVA
745,915839049218297856,VB
746,915839448453132288,Groen
747,915840917998833664,VB
748,915841328738684928,sp.a
749,915842079074512896,NVA
750,915843754086584320,Groen
751,915843824055934976,NVA
752,915844391021015040,CD&V
753,915845615594147841,NVA
754,915849588447350784,Open Vld
755,915850180796305408,CD&V
756,915851600664637440,Open Vld
757,915854209408487424,NVA
758,915856168660201472,NVA
759,915856651831382016,NVA
760,915857397406736384,NVA
761,915859970498990080,CD&V
762,915860842893205504,NVA
763,915861314098130944,CD&V
764,915861817230061569,NVA
765,915862771589423104,NVA
766,915864406575271936,NVA
767,915864852459081728,sp.a
768,915865893002981376,Groen
769,915866309283450881,sp.a
770,915866592377999360,CD&V
771,915866728130908162,NVA
772,915867346052485120,NVA
773,915868574224404483,NVA
774,915870185298513921,NVA
775,915870574169247744,NVA
776,915871529660973056,NVA
777,915871880678137856,CD&V
778,915873094631387136,Open Vld
779,915880011843952641,VB
780,915883040756379648,CD&V
781,915883397054124032,CD&V
782,915884222321184768,CD&V
783,915884334443360256,CD&V
784,915885517098618880,VB
785,915886901755867138,CD&V
786,915887498575990785,Open Vld
787,915887745721098240,sp.a
788,915888579141873664,CD&V
789,915890020669673472,NVA
790,915890670191235072,sp.a
791,915893355363672064,CD&V
792,915893678450855937,sp.a
793,915894239049011200,NVA
794,915894244900065280,CD&V
795,915895808150720512,Groen
796,915902813523382272,CD&V
797,915908201656307712,VB
798,915912535735488512,VB
799,915913645367939072,NVA
800,915914208302309376,NVA
801,915916235002585089,NVA
802,915917789210271744,NVA
803,915918376962322432,NVA
804,915920060954370048,CD&V
805,915920201597816834,CD&V
806,915920278194139136,NVA
807,915920394196078593,Groen
808,915922821016162304,CD&V
809,915923333832695808,CD&V
810,915924251491885057,VB
811,915924269724520448,VB
812,915925447942266881,NVA
813,915925938541559809,VB
814,915926743877341184,CD&V
815,915926949347938305,Groen
816,915927037302444032,Groen
817,915927946661126144,NVA
818,915927997626175488,NVA
819,915928588498632704,CD&V
820,915929286531526657,VB
821,915929301941391360,Groen
822,915929681513402369,VB
823,915938208361349120,Groen
824,915940403253334016,sp.a
825,915941455000166401,NVA
826,915941471768973312,sp.a
827,915941919037026304,VB
828,915943459516817409,CD&V
829,915945218079444992,NVA
830,915946880080793602,CD&V
831,915947463760138240,CD&V
832,915951234443546626,Groen
833,915955359671517185,NVA
834,915955693739487233,NVA
835,915956406297219072,VB
836,915959051619532801,CD&V
837,915962790027972609,NVA
838,915962860546772993,NVA
839,915965037201805314,Open Vld
840,915966280481599488,Groen
841,915966822469562368,NVA
842,915970492519022592,NVA
843,915970626023718913,NVA
844,915972187454132227,NVA
845,915973972419690496,VB
846,915974730909229056,VB
847,915975225275244545,VB
848,915978127096139776,CD&V
851,915989332313411584,sp.a
852,915990617163026432,NVA
853,915991106621526017,sp.a
854,915991411471917056,NVA
855,915992262529699840,sp.a
856,915993159565537280,VB
857,915998854754992130,NVA
858,915999264546938880,NVA
859,916001399451865088,Groen
860,916002197506158592,NVA
861,916003157964214276,Open Vld
862,916003216956964864,CD&V
863,916005490483535872,CD&V
864,916018914861178880,NVA
865,916025798959788033,CD&V
866,916029877890949120,NVA
867,916037572584984576,NVA
868,916039898322186240,CD&V
869,916050165563305984,Groen
870,916072592192299008,NVA
871,916073873447190529,NVA
872,916160638451363841,Open Vld
873,916162412428046336,Groen
874,916168762134495232,Groen
875,916170097785475077,Groen
876,916170396113784837,Groen
877,916170974210543617,Groen
878,916176110420885504,CD&V
879,916177663596908544,CD&V
880,916177739522150400,Groen
881,916178108197277696,VB
882,916181610441203713,sp.a
883,916184955935510528,sp.a
884,916185279899332613,sp.a
885,916187079364792320,sp.a
886,916187511168425984,sp.a
887,916187714797690882,NVA
888,916187889452617728,sp.a
889,916188811922759680,Groen
890,916188960040288256,NVA
891,916189700842577925,NVA
892,916192059966525440,NVA
893,916193359638810624,sp.a
894,916193506821136384,NVA
895,916194850520825856,NVA
896,916195903572271104,NVA
897,916196333156995074,Open Vld
898,916196851321331712,NVA
899,916197618895769600,NVA
900,916200341452066816,sp.a
901,916200516568350721,NVA
902,916201381266120704,CD&V
903,916203897303203840,NVA
904,916204038462562304,Groen
905,916204555360198661,NVA
906,916205815706595328,CD&V
907,916206490448547841,CD&V
908,916211259615465472,NVA
909,916214740917112832,Groen
910,916216060222853120,sp.a
911,916216200568418304,sp.a
912,916216529037004800,CD&V
913,916216741629394944,NVA
914,916218000889602048,Groen
915,916218097203367936,Groen
916,916219853345886208,CD&V
917,916222694571565056,Open Vld
918,916223215915151360,NVA
919,916224282207965184,CD&V
920,916224284724523008,sp.a
921,916227436613906432,CD&V
922,916228784075964416,NVA
923,916228991467622402,CD&V
924,916230089595121664,CD&V
925,916231249877970944,Groen
926,916231533861720065,NVA
927,916232641300652032,VB
928,916232783277805568,sp.a
929,916234218069311488,Groen
930,916238183511330816,NVA
931,916239721717788672,CD&V
932,916241973215944705,NVA
933,916243107003461632,sp.a
934,916244354758598657,NVA
935,916252362301493250,Groen
936,916254508107300864,NVA
937,916256718010699777,Groen
938,916261557763477505,VB
939,916262281641627648,NVA
940,916263355622490112,Groen
941,916264023926169601,NVA
942,916268444491935744,Groen
943,916274048442818561,NVA
944,916274663092834304,NVA
945,916275258776326146,NVA
947,916278896114524160,sp.a
948,916279162884763650,Groen
949,916279401431658496,CD&V
950,916279675835637763,Groen
951,916279910376857600,Groen
952,916280833832603650,NVA
953,916282869974294528,sp.a
954,916283731933048832,CD&V
955,916284684862197760,sp.a
956,916284755527831554,NVA
957,916285619856429056,sp.a
958,916286462626320385,sp.a
959,916287226367094784,sp.a
960,916287287964684289,CD&V
961,916287497260486656,NVA
962,916288151508922368,NVA
963,916289394826457088,CD&V
964,916289498757070848,sp.a
965,916293020244377600,sp.a
966,916293524416614401,NVA
967,916294781373964288,sp.a
968,916295696071917568,CD&V
969,916296266878988288,CD&V
970,916296511813836800,NVA
971,916297973260341248,NVA
972,916301126789681152,sp.a
973,916301721856544769,sp.a
974,916305012522962945,CD&V
975,916305209298751488,CD&V
976,916307348100124673,Groen
977,916310082547306496,NVA
978,916310804504481793,CD&V
979,916311153319530497,NVA
980,916312220803436545,NVA
981,916312447363043328,Groen
982,916314028833689602,NVA
983,916315621301915648,NVA
984,916318104438919169,NVA
985,916326067769675778,CD&V
986,916327996923039745,NVA
987,916328847313899522,CD&V
988,916333903417348097,VB
989,916335865894498304,sp.a
990,916338072274591745,CD&V
991,916343685071110145,Groen
992,916357270103117824,NVA
993,916369072505442304,Groen
994,916396563865378816,CD&V
995,916409034017787906,sp.a
996,916409840939012096,sp.a
997,916505693708062720,NVA
998,916527628911333376,NVA
999,916543594307248128,CD&V
1000,916549579369320448,NVA
1001,916552082878095360,NVA
1002,916569668428730368,Groen
1003,916569767720431616,CD&V
1004,916570971758321666,CD&V
1005,916571888402485248,CD&V
1006,916572197451456512,NVA
1007,916574172310056960,CD&V
1008,916575012370382848,VB
1009,916576260695953408,CD&V
1010,916577517867339776,CD&V
1011,916578471543037952,Open Vld
1012,916580987701776384,sp.a
1013,916582659542921216,sp.a
1014,916586380100292608,NVA
1015,916588073777065984,CD&V
1016,916589882012786688,Groen
1017,916589886957850624,CD&V
1018,916590172199940096,CD&V
1019,916591683470536704,NVA
1020,916595304799133696,NVA
1021,916597630339371009,Groen
1022,916598873933664256,NVA
1023,916599623854297088,NVA
1024,916602946305093632,NVA
1025,916605716009545728,NVA
1026,916610481179242496,Groen
1027,916611198489190400,NVA
1028,916613333373120513,CD&V
1029,916614276600786944,NVA
1030,916615039729233925,NVA
1031,916621522479042560,CD&V
1032,916630347512676352,NVA
1033,916634327584256000,NVA
1034,916658631034187779,NVA
1035,916660913662578688,sp.a
1036,916663625720434690,CD&V
1037,916663706959847424,Groen
1038,916668156290232320,CD&V
1039,916681745445081089,NVA
1040,916683371228606467,Groen
1041,916688223459512320,VB
1042,916692331214069760,VB
1043,916696253794316290,NVA
1044,916699053261574144,NVA
1045,916765880310288385,NVA
1046,916773189111468033,CD&V
1047,916835122594439168,NVA
